IMP_ID,filename,genre_terms,num_genres,desc_tags,num_desc_tags
3936,21397-50.jpg,[],0,[],0
3937,20882-50.jpg,['portrait'],1,"['flooring', '1660-1680, Restoration', 'king', 'man', 'number of figures - 3', 'indoor', 'crown']",7
3938,30194-40.jpg,['portrait'],1,"['breast (exposed)', 'number of figures - 1', '1603-1625, Jacobean', 'woman', 'fan']",5
3939,31963-10.jpg,['portrait'],1,"['outdoor', 'foliage (separate from plant)', 'mythological figure, other', 'number of figures - 1', 'man', 'nude', 'staff / walking stick']",7
3940,21995-10.jpg,[],0,[],0
3941,30215-10.jpg,['portrait'],1,"['number of figures - 1', 'queen', 'orb', '1558-1603, Elizabethan', 'woman', 'crown', 'scepter']",7
3942,30421-40.jpg,['portrait'],1,"['woman', 'fan', 'number of figures - 1', '1558-1603, Elizabethan']",4
3943,20219-30.jpg,['portrait'],1,"['number of figures - 1', 'woman', '1558-1603, Elizabethan']",3
3944,20189-10.jpg,['narrative'],1,"['barn', 'door / doorway', 'period unknown', 'monster, imagined', 'number of figures - 5 or more', 'table', 'flower', 'bundle / packet', 'staff / walking stick']",9
3945,30126-10.jpg,['portrait'],1,"['man', 'number of figures - 1', '1680-onward, late Stuart / Georgian']",3
3946,21355-10.jpg,[],0,[],0
3947,30113-40.jpg,['maritime'],1,"['ocean', 'flag', 'ship', 'cannon']",4
3948,21067-30.jpg,[],0,[],0
3949,20191-30.jpg,['landscape'],1,"['bird, unspecified', 'building, other', 'cityscape', 'railing', 'smoke', 'tree', 'water, inland']",7
3950,21244-10.jpg,[],0,[],0
3951,31654-20.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'outdoor', 'man', 'number of figures - 1', 'cloud']",5
3952,20113-20.jpg,['portrait'],1,"['number of figures - 1', 'man', '1603-1625, Jacobean']",3
3953,20977-20.jpg,[],0,"['1603-1625, Jacobean', 'number of figures - indeterminate', 'flag']",3
3954,30293-230.jpg,['emblem / symbol'],1,"['Alphabet Y', 'wing (not on bird)', 'nude', 'angel', 'number of figures - 2', 'fabric']",6
3955,30448-30.jpg,['portrait'],1,"['couple', 'fan', '1660-1680, Restoration', 'woman', 'man', 'number of figures - 2']",6
3956,30039-20.jpg,['portrait'],1,"['number of figures - 1', 'man', 'outdoor', '1603-1625, Jacobean', 'flower']",5
3957,30351-10.jpg,['narrative'],1,"['pitcher / jug', 'cup / glass', 'drink / water', 'hat (not on head)', 'cloud', 'number of figures - 2', '1558-1603, Elizabethan', 'bell', 'man', 'outdoor']",10
3958,20660-40.jpg,[],0,[],0
3959,30049-20.jpg,['portrait'],1,"['man', 'number of figures - 1', 'outdoor', '1603-1625, Jacobean']",4
3960,21170-20.jpg,[],0,[],0
3961,20169-10.jpg,['narrative'],1,"['breast (exposed)', 'penis (exposed)', '1200-1558, medieval / early Tudor', 'nude', 'murder / suicide', 'man', 'number of figures - indeterminate', 'woman', 'cave', 'plant, unspecified', 'tree', 'ax', 'sword, unsheathed or on ground']",13
3962,30235-40.jpg,['narrative'],1,"['king', 'flooring', 'number of figures - 3', 'indoor', 'man', '1200-1558, medieval / early Tudor', 'bench']",7
3963,20987-40.jpg,[],0,"['1660-1680, Restoration', 'man', 'number of figures - 1', 'outdoor', 'hill', 'plant, unspecified']",6
3964,21349-30.jpg,[],0,[],0
3965,30357-30.jpg,['portrait'],1,"['number of figures - 2', 'man', 'woman', '1603-1625, Jacobean', 'couple', 'fan', 'outdoor', 'handkerchief']",8
3966,20123-40.jpg,['portrait'],1,"['number of figures - 1', 'woman', '1200-1558, medieval / early Tudor']",3
3967,22010-20.jpg,[],0,[],0
3968,21924-10.jpg,[],0,[],0
3969,30327-20.jpg,['architecture'],1,"['outdoor', 'door / doorway', 'window', 'building, other', 'arch', 'wall', 'circle', 'object, indeterminate']",8
3970,20713-10.jpg,[],0,[],0
3971,20898-30.jpg,['portrait'],1,"['bird, unspecified', 'church', '1660-1680, Restoration', 'hat (not on head)', 'man', 'number of figures - 1', 'cloud', 'plant, unspecified', 'tree']",9
3972,30458-10.jpg,['narrative'],1,"['candle', 'table', 'bench', 'woman', 'number of figures - 5 or more', '1603-1625, Jacobean', 'indoor', 'murder / suicide', '1558-1603, Elizabethan', 'game playing', 'door / doorway', 'flooring', 'window', 'knife / dagger', 'man', 'fabric', 'dice', 'sword, unsheathed or on ground']",18
3973,30293-50.jpg,['emblem / symbol'],1,"['wing (not on bird)', 'angel', 'number of figures - 2', 'Alphabet D', 'nude', 'fabric']",6
3974,21008-10.jpg,[],0,[],0
3975,20684-20.jpg,['portrait'],1,"['1660-1680, Restoration', 'man', 'number of figures - 1']",3
3976,31867-20.jpg,['portrait'],1,"['1660-1680, Restoration', 'number of figures - 1', 'sun', 'outdoor', 'woman', 'tree']",6
3977,20192-30.jpg,[],0,[],0
3978,21164-30.jpg,[],0,[],0
3979,21026-10.jpg,[],0,[],0
3980,21877-40.jpg,[],0,[],0
3981,30101-10.jpg,['portrait'],1,"['handkerchief', '1603-1625, Jacobean', 'fan', 'number of figures - 1', 'woman', 'outdoor']",6
3982,21930-30.jpg,[],0,[],0
3983,31656-10.jpg,['portrait'],1,"['man', 'woman', 'number of figures - 2', '1625-1660, Caroline / Interregnum', 'fan', 'outdoor']",6
3984,20211-40.jpg,['portrait'],1,"['1200-1558, medieval / early Tudor', 'man', 'number of figures - 1', 'plant, unspecified']",4
3985,21241-30.jpg,[],0,[],0
3986,21935-20.jpg,[],0,[],0
3987,20814-40.jpg,['narrative'],1,"['ax', 'rope', 'gallows / scaffold', 'number of figures - indeterminate', 'man', 'corpse', '1660-1680, Restoration', 'execution']",8
3988,30060-40.jpg,['portrait'],1,"['number of figures - 1', '1200-1558, medieval / early Tudor', 'arch', 'woman']",4
3989,20667-20.jpg,[],0,[],0
3990,20259-10.jpg,['narrative'],1,"['basin / pail', 'execution', 'outdoor', 'woman', 'number of figures - indeterminate', '1603-1625, Jacobean', 'military figure', 'horse', 'ladder', 'man', 'ax', 'gallows / scaffold', 'spear']",13
3991,21869-10.jpg,[],0,[],0
3992,20241-30.jpg,"['narrative', 'emblem / symbol']",2,"['fabric', 'number of figures - 2', 'angel', 'nude', 'Alphabet B']",5
3993,30150-10.jpg,"['allegory', 'portrait']",2,"['outdoor', 'number of figures - 1', 'cloud', '1660-1680, Restoration', 'peacock', 'woman', 'mirror']",7
3994,31911-20.JPG,['narrative'],1,"['altar / lectern / podium / pulpit', 'number of figures - indeterminate', 'man', 'window', 'wall', 'period unknown', 'clergy', [], 'religious observance / event', 'column', 'indoor']",11
3995,21113-20.jpg,[],0,[],0
3996,20000-10.jpg,['portrait'],1,"['fortification', 'church', 'building, other', 'queen', 'girl', 'angel', 'number of figures - 5 or more', 'handkerchief', 'fan', '1603-1625, Jacobean', 'Numeral 3', 'woman', 'Numeral 5', 'windmill', 'steeple', 'Numeral 6', 'breast (exposed)', 'house', 'crown']",19
3997,31721-10.jpg,['portrait'],1,"['arrow', 'ax', 'number of figures - 3', 'man', 'outdoor', '1680-onward, late Stuart / Georgian', 'bow']",7
3998,21937-20.jpg,[],0,[],0
3999,21093-20.jpg,[],0,[],0
4000,20723-10.jpg,['portrait'],1,"['bow', 'ax', 'arrow', 'outdoor', 'number of figures - 3', 'military figure', 'man', '1603-1625, Jacobean']",8
4001,30192-40.jpg,['portrait'],1,"['woman', 'number of figures - 1', 'fan', '1558-1603, Elizabethan']",4
4002,20966-30.jpg,['animal art'],1,"['outdoor', 'number of figures - 1', 'devil / demon', 'period unknown', 'wing (not on bird)', 'penis (exposed)', 'horn', 'monster', 'plant, unspecified']",9
4003,21098-10.jpg,[],0,[],0
4004,21861-30.jpg,[],0,[],0
4005,21961-20.jpg,[],0,[],0
4006,31913-10.JPG,['portrait'],1,"['1200-1558, medieval / early Tudor', 'man', 'number of figures - 1', 'arrow', 'bow']",5
4007,20660-10.jpg,[],0,[],0
4008,20124-10.jpg,['portrait'],1,"['1558-1603, Elizabethan', 'fan', 'number of figures - 1', 'woman']",4
4009,30354-40.jpg,['portrait'],1,"['man', 'number of figures - 1', 'outdoor', '1603-1625, Jacobean']",4
4010,21925-10.jpg,[],0,[],0
4011,21861-40.jpg,[],0,[],0
4012,30165-40.jpg,['portrait'],1,"['woman', 'number of figures - 1', 'fan', '1603-1625, Jacobean', 'outdoor', 'flower']",6
4013,22029-10.jpg,[],0,[],0
4014,30153-20.jpg,['portrait'],1,"['farmer', '1558-1603, Elizabethan', 'plant, unspecified', 'man', 'bag', 'outdoor', 'number of figures - 1', 'staff / walking stick']",8
4015,30105-10.jpg,['narrative'],1,"['number of figures - indeterminate', 'armor', 'battle', 'regional dress - Middle Eastern', 'man', 'army', '1200-1558, medieval / early Tudor', 'corpse', 'horse', 'military figure', 'outdoor', 'field', 'hill', 'sword, unsheathed or on ground']",14
4016,21287-10.jpg,[],0,[],0
4017,21119-20.jpg,[],0,[],0
4018,21948-40.jpg,[],0,[],0
4019,21005-20.jpg,[],0,[],0
4020,22024-10.jpg,[],0,[],0
4021,21100-40.jpg,[],0,[],0
4022,21222-30.jpg,[],0,[],0
4023,30427-40.jpg,['portrait'],1,"['1660-1680, Restoration', 'hat (not on head)', 'cloud', 'number of figures - 1', 'forest', 'man', 'outdoor', 'hill', 'door / doorway', 'castle', 'road', 'window']",12
4024,20242-40.jpg,['portrait'],1,"['horse', '1603-1625, Jacobean', 'glove (in hand)', 'man', 'number of figures - 1', 'plant, unspecified', 'sword, unsheathed or on ground']",7
4025,21847-30.jpg,[],0,[],0
4026,30588-20.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'man', 'number of figures - 1']",3
4027,30102-40.jpg,['portrait'],1,"['1603-1625, Jacobean', 'glove (in hand)', 'number of figures - 1', 'flooring', 'man', 'indoor']",6
4028,31885-30.JPG,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'man', 'number of figures - 1']",3
4029,30087-10.jpg,['portrait'],1,"['house', 'man', 'castle', 'number of figures - 1', 'window', '1625-1660, Caroline / Interregnum', 'door / doorway', 'cityscape', 'city / town, other', 'outdoor', 'hill']",11
4030,21733-30.jpg,[],0,[],0
4031,21146-20.jpg,[],0,[],0
4032,20680-20.jpg,['portrait'],1,"['number of figures - 1', 'tower', '1660-1680, Restoration', 'door / doorway', 'window', 'man', 'house', 'outdoor', 'cloud', 'plant, unspecified']",10
4033,21119-30.jpg,[],0,[],0
4034,20985-10.jpg,['narrative'],1,"['spear', 'flag', 'woodwind instrument', 'percussion instrument', 'number of figures - 5 or more', 'musician', 'military figure', 'man', '1603-1625, Jacobean', 'procession']",10
4035,21116-20.jpg,[],0,[],0
4036,32048-10.jpg,['narrative'],1,"['number of figures - 5 or more', 'building, other', '1625-1660, Caroline / Interregnum', 'military figure', 'man', 'king', 'clergy', 'hat (not on head)', 'paper', 'indoor', 'staff / walking stick', 'ax']",12
4037,30210-10.jpg,['narrative'],1,"['religious observance / event', 'wagon', 'building, other', 'cloud', 'number of figures - indeterminate', 'altar / lectern / podium / pulpit', 'fire', 'biblical', 'smoke', 'battle', 'man', 'ax', '1200-1558, medieval / early Tudor', 'armor', 'factotum / banderole', 'outdoor', 'bow', 'military figure', 'religious object, other', 'tree', 'mountain', 'rock', 'crown', 'king', 'fortification', 'scepter', 'window', 'army', 'water, inland', 'chariot', 'lance', 'cave', 'hill']",33
4038,20238-20.jpg,[],0,"['flooring', 'window', 'period unknown', 'geometric', 'devil / demon', 'man', 'number of figures - 5 or more', 'woman', 'bed', 'torch']",10
4039,31902-20.JPG,['narrative'],1,"['tree', 'sun', 'duck', 'outdoor', 'bird, unspecified', 'woman', 'number of figures - 3', 'period unknown', 'man', 'water, inland']",10
4040,20125-40.jpg,['portrait'],1,"['woman', 'number of figures - 1', '1200-1558, medieval / early Tudor']",3
4041,30356-30.jpg,['portrait'],1,"['man', 'number of figures - 1', 'outdoor', '1625-1660, Caroline / Interregnum', 'plant, unspecified']",5
4042,30204-20.jpg,['portrait'],1,"['1558-1603, Elizabethan', 'woman', 'number of figures - 1']",3
4043,21273-40.jpg,[],0,[],0
4044,30115-40.jpg,"['emblem / symbol', 'maritime']",2,"['arabesque', 'flag', 'ocean', 'Alphabet S', 'ship']",5
4045,20964-10.jpg,['narrative'],1,"['plant, unspecified', 'cloud', 'horse', 'bush / hedge', 'number of figures - 2', 'armor', 'man', 'military figure', 'duel', 'lance']",10
4046,21350-30.jpg,[],0,[],0
4047,20947-30.jpg,['portrait'],1,"['period unknown', 'man', 'number of figures - 4']",3
4048,21385-10.jpg,[],0,[],0
4049,21812-20.jpg,[],0,[],0
4050,20129-20.jpg,['portrait'],1,"['1558-1603, Elizabethan', 'fan', 'number of figures - 1', 'woman', 'plant, unspecified']",5
4051,20157-10.jpg,['portrait'],1,"['plant, unspecified', 'number of figures - 1', 'man', '1603-1625, Jacobean']",4
4052,21091-20.jpg,[],0,[],0
4053,21406-30.jpg,[],0,[],0
4054,20748-10.jpg,['portrait'],1,"['period unknown', 'king', 'man', 'number of figures - 1', 'fleur de lis', 'crown', 'scepter']",7
4055,31820-40.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'man', 'number of figures - 1', 'sword, unsheathed or on ground']",4
4056,20079-40.jpg,['portrait'],1,"['1558-1603, Elizabethan', 'man', 'number of figures - 1', 'scepter', 'ax']",5
4057,21220-20.jpg,[],0,[],0
4058,20715-10.jpg,['narrative'],1,"['object, indeterminate', 'cornucopia', 'tree', 'game playing', 'number of figures - 5 or more', 'plant, unspecified', 'fool', 'flower', 'building, other', 'cloud', 'outdoor', '1680-onward, late Stuart / Georgian', 'woman', 'man', 'house', 'window', 'rope']",17
4059,20933-10.jpg,['narrative'],1,"['religious observance / event', '1660-1680, Restoration', 'boy', 'clergy', 'man', 'number of figures - 2', 'outdoor', 'cloud', 'plant, unspecified', 'cross', 'religious object, other']",11
4060,21041-40.jpg,[],0,[],0
4061,30187-30.jpg,['narrative'],1,"['hat (not on head)', 'bed', 'erotic encounter', 'number of figures - 2', 'window', 'woman', 'indoor', 'man', 'couple', '1625-1660, Caroline / Interregnum', 'wall', 'column']",12
4062,20209-20.jpg,['narrative'],1,"['woman', '1200-1558, medieval / early Tudor', 'stringed instrument', 'chair', 'table', 'man', 'building, other', 'musician', 'number of figures - 5 or more', 'flooring', 'arch', 'plate / platter', 'tree']",13
4063,30267-10.jpg,['portrait'],1,"['woman', 'cloud', 'number of figures - 1', '1660-1680, Restoration', 'outdoor', 'tree']",6
4064,21404-30.jpg,[],0,[],0
4065,20836-10.jpg,['portrait'],1,"['staff / walking stick', 'number of figures - 1', 'man', 'armor', '1603-1625, Jacobean', 'column', 'arch']",7
4066,31646-30.jpg,['portrait'],1,"['1680-onward, late Stuart / Georgian', 'hat (not on head)', 'hill', 'number of figures - 1', 'outdoor', 'man', 'plant, unspecified']",7
4067,21215-20.jpg,[],0,[],0
4068,20006-20.jpg,['narrative'],1,"['tree', 'water, inland', 'number of figures - 2', 'man', 'plant, unspecified', '1200-1558, medieval / early Tudor', 'cloud', 'hill', 'basket', 'fishing pole', 'net / snare']",11
4069,21968-30.jpg,[],0,[],0
4070,21269-10.jpg,[],0,[],0
4071,20859-30.jpg,['portrait'],1,"['man', 'military figure', 'armor', 'horse', 'number of figures - 1', 'period unknown', 'outdoor']",7
4072,20060-40.jpg,['portrait'],1,"['1558-1603, Elizabethan', 'number of figures - 1', 'queen', 'woman', 'crown', 'scepter']",6
4073,21013-30.jpg,[],0,[],0
4074,20887-20.jpg,['emblem / symbol'],1,"['hat (not on head)', 'cross', 'crown']",3
4075,21959-40.jpg,[],0,[],0
4076,22000-10.jpg,[],0,[],0
4077,21205-30.jpg,[],0,[],0
4078,20264-30.jpg,"['narrative', 'allegory']",2,"['scholar / lawyer / judge / official', 'woman', 'fan', 'book', 'number of figures - 5 or more', 'horn', 'man', 'penis (exposed)', 'mythological figure, other', 'switch / whip', 'stick', '1558-1603, Elizabethan', 'scroll']",13
4079,20700-10.jpg,['narrative'],1,"['window', '1558-1603, Elizabethan', 'man', 'number of figures - 2', 'woman', 'bed', 'object, indeterminate']",7
4080,30446-10.jpg,['narrative'],1,"['number of figures - 3', 'handkerchief', '1625-1660, Caroline / Interregnum', 'man', 'object, indeterminate', 'woman', 'sword, unsheathed or on ground']",7
4081,20181-20.jpg,['portrait'],1,"['1558-1603, Elizabethan', 'fan', 'number of figures - 1', 'woman', 'cloud', 'flower', 'plant, unspecified']",7
4082,20255-10.jpg,['portrait'],1,"['house', 'window', 'door / doorway', 'outdoor', 'building, other', '1660-1680, Restoration', 'number of figures - 1', 'fan', 'woman', 'flower']",10
4083,21141-10.jpg,[],0,[],0
4084,21773-10.jpg,[],0,[],0
4085,20864-10.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'man', 'number of figures - 1', 'outdoor', 'flower', 'plant, unspecified', 'staff / walking stick']",7
4086,21161-40.jpg,[],0,[],0
4087,20980-10.jpg,['narrative'],1,"['cross', 'tree', 'plant, unspecified', 'battle', 'fortification', 'number of figures - indeterminate', 'military figure', 'window', 'corpse', 'building, other', 'period unknown', 'outdoor', 'hill', 'flag', 'spear']",15
4088,20253-50.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'man', 'number of figures - 1', 'object, indeterminate']",4
4089,30087-30.jpg,['portrait'],1,"['1680-onward, late Stuart / Georgian', 'hill', 'plant, unspecified', 'mountain', 'outdoor', 'hat (not on head)', 'number of figures - 1', 'man']",8
4090,30043-30.jpg,['portrait'],1,"['window', '1603-1625, Jacobean', 'flooring', 'man', 'number of figures - 1', 'indoor']",6
4091,21756-20.jpg,[],0,[],0
4092,20175-30.jpg,['portrait'],1,"['man', '1558-1603, Elizabethan', 'number of figures - 1']",3
4093,21012-40.jpg,[],0,[],0
4094,21715-20.jpg,[],0,[],0
4095,30433-20.jpg,['portrait'],1,"['number of figures - 1', '1660-1680, Restoration', 'man']",3
4096,20764-40.jpg,['portrait'],1,"[[], 'man', 'number of figures - 5 or more', 'woman']",4
4097,21732-40.jpg,[],0,[],0
4098,21982-10.jpg,[],0,[],0
4099,21784-10.jpg,[],0,"['pipe', 'window', 'boy', 'cup / glass', 'man', 'number of figures - 5 or more', 'paper', 'drinking', 'flooring', 'chair', 'table', 'woman']",12
4100,20877-10.jpg,['portrait'],1,"['1660-1680, Restoration', 'foliage (separate from plant)', 'man', 'number of figures - 1', 'flower']",5
4101,21956-10.jpg,[],0,[],0
4102,20851-30.jpg,['narrative'],1,"['man', 'number of figures - 5 or more', 'shield', 'sword, unsheathed or on ground']",4
4103,21843-10.jpg,[],0,[],0
4104,22411-20.jpg,[],0,[],0
4105,21933-10.jpg,[],0,[],0
4106,21837-20.jpg,[],0,[],0
4107,30417-30.jpg,['portrait'],1,"['man', 'number of figures - 1', 'outdoor', '1625-1660, Caroline / Interregnum', 'plant, unspecified']",5
4108,30394-20.jpg,['maritime'],1,"['moon', 'outdoor', 'number of figures - indeterminate', 'period unknown', 'man', 'smoke', 'ocean', 'flag', 'cannon', 'ship']",10
4109,20267-20.jpg,['narrative'],1,"['house', 'window', 'fire']",3
4110,30319-20.jpg,['portrait'],1,"['1558-1603, Elizabethan', 'fan', 'number of figures - 1', 'woman', 'cloud', 'outdoor', 'flower']",7
4111,21977-20.jpg,[],0,[],0
4112,20871-20.jpg,['portrait'],1,"['1558-1603, Elizabethan', 'handkerchief', 'number of figures - indeterminate', 'man']",4
4113,21086-10.jpg,[],0,[],0
4114,20771-20.jpg,['narrative'],1,"['gallows / scaffold', 'plant, unspecified', 'cloud', 'outdoor', 'number of figures - indeterminate', 'military figure', 'man', 'corpse', 'period unknown', 'execution', 'window', 'house', 'ladder', 'rope', 'ax']",15
4115,20008-20.jpg,['architecture'],1,"['door / doorway', 'house', 'window', '1603-1625, Jacobean', 'fool', 'man', 'musician', 'number of figures - 1', 'brass instrument']",9
4116,21347-30.jpg,[],0,[],0
4117,21172-20.jpg,[],0,[],0
4118,20814-10.jpg,['portrait'],1,"['man', 'star', 'altar / lectern / podium / pulpit', '1660-1680, Restoration', 'plant, unspecified', 'number of figures - 1', 'moon', 'cup / glass', 'pitcher / jug']",9
4119,22025-10.jpg,[],0,[],0
4120,30044-40.jpg,['portrait'],1,"['number of figures - 1', 'fan', 'woman', '1603-1625, Jacobean', 'outdoor']",5
4121,20860-10.jpg,['architecture'],1,"['factotum / banderole', 'foliage (separate from plant)', 'outdoor', 'city / town, other', 'number of figures - 2', 'angel', 'nude', 'window', 'tower', 'steeple', 'house', 'fortification', 'door / doorway', 'column', 'cityscape', 'building, other']",16
4122,30413-30.jpg,['portrait'],1,"['factotum / banderole', 'regional dress - Scottish', '1625-1660, Caroline / Interregnum', 'outdoor', 'number of figures - 2', 'staff / walking stick', 'man', 'plant, unspecified']",8
4123,21223-10.jpg,[],0,[],0
4124,20997-50.jpg,[],0,[],0
4125,30083-20.jpg,['narrative'],1,"['armor', 'outdoor', 'figure, gender unspecified', 'cloud', 'castle', 'arch', 'hill', 'city / town, other', 'number of figures - indeterminate', 'door / doorway', 'battle', 'chair', 'army', 'man', 'window', 'biblical', 'military figure', 'corpse', 'fortification', 'forest', 'hat (not on head)', 'sun', 'wall', 'execution', 'tent', 'procession', 'religious observance / event', '1200-1558, medieval / early Tudor', 'water, inland', 'factotum / banderole', 'bag', 'tool, unspecified', 'sword, unsheathed or on ground']",33
4126,21282-20.jpg,[],0,[],0
4127,20757-10.jpg,['narrative'],1,"['animal, unspecified', 'cattle / oxen', 'bird, unspecified', 'horse', 'battle', '1558-1603, Elizabethan', 'hat (not on head)', 'man', 'number of figures - 5 or more', 'outdoor', 'cloud', 'rock', 'shovel / pick', 'sword, unsheathed or on ground']",14
4128,21393-20.jpg,[],0,[],0
4129,21091-30.jpg,[],0,[],0
4130,21046-20.jpg,[],0,[],0
4131,20812-30.jpg,"['emblem / symbol', 'portrait']",2,"['face (only)', 'flower', 'foliage (separate from plant)', 'crown']",4
4132,20923-20.jpg,['portrait'],1,"['1680-onward, late Stuart / Georgian', 'man', 'number of figures - 1', 'spear']",4
4133,30112-10.jpg,['portrait'],1,"['number of figures - 1', 'horse', 'outdoor', 'man', '1603-1625, Jacobean', 'switch / whip']",6
4134,30250-30.jpg,['portrait'],1,"['number of figures - 1', 'glove (in hand)', 'indoor', '1603-1625, Jacobean', 'man', 'flooring']",6
4135,21849-30.jpg,[],0,[],0
4136,30055-30.jpg,['portrait'],1,"['number of figures - 1', 'man', '1603-1625, Jacobean', 'outdoor', 'flower']",5
4137,20215-20.jpg,['portrait'],1,"['number of figures - 1', 'man', '1603-1625, Jacobean']",3
4138,30071-10.jpg,['portrait'],1,"['staff / walking stick', 'man', 'number of figures - 2', '1603-1625, Jacobean']",4
4139,21028-10.jpg,[],0,[],0
4140,21974-10.jpg,[],0,[],0
4141,20098-30.jpg,['portrait'],1,"['number of figures - 1', 'man', '1603-1625, Jacobean']",3
4142,30401-10.jpg,['portrait'],1,"['outdoor', 'number of figures - 1', 'man', '1625-1660, Caroline / Interregnum']",4
4143,30036-20.jpg,['portrait'],1,"['number of figures - 1', 'man', 'outdoor', '1603-1625, Jacobean', 'flower']",5
4144,21728-30.jpg,[],0,[],0
4145,21066-10.jpg,[],0,[],0
4146,21856-20.jpg,[],0,[],0
4147,21826-10.jpg,[],0,[],0
4148,20912-20.jpg,['narrative'],1,"['donkey / mule', 'horse', 'building, other', 'window', '1200-1558, medieval / early Tudor', 'clergy', 'man', 'military figure', 'number of figures - 5 or more', 'tradesperson', 'bench', 'furniture, indeterminate', 'outdoor', 'barrel', 'object, indeterminate', 'stick', 'tool, unspecified']",17
4149,30186-20.jpg,['portrait'],1,"['number of figures - 1', 'outdoor', 'man', 'bush / hedge', 'skins / pelts', 'stick']",6
4150,20079-30.jpg,['portrait'],1,"['1603-1625, Jacobean', 'hat (not on head)', 'man', 'number of figures - 1']",4
4151,30292-20.jpg,['emblem / symbol'],1,"['arabesque', 'Alphabet A', 'vase']",3
4152,20934-20.jpg,['portrait'],1,"['horse', '1660-1680, Restoration', 'man', 'number of figures - 1', 'outdoor', 'cloud', 'flower', 'plant, unspecified', 'sun']",9
4153,31761-30.jpg,"['memento mori', 'emblem / symbol']",2,"['crown', 'heart', 'scrollwork', 'number of figures - 1', 'skeleton / mort', 'wing (not on bird)', 'flag', 'foliage (separate from plant)', 'throne', 'arabesque', 'scepter']",11
4154,31664-30.jpg,['portrait'],1,"['1660-1680, Restoration', 'man', 'number of figures - 1']",3
4155,30049-10.jpg,['portrait'],1,"['man', 'number of figures - 1', 'outdoor', '1603-1625, Jacobean', 'armor', 'period unknown', 'horse', 'weapon, indeterminate']",8
4156,30055-10.jpg,['portrait'],1,"['man', 'number of figures - 1', 'indoor', '1603-1625, Jacobean', 'flooring', 'window']",6
4157,30287-40.jpg,['narrative'],1,"['1200-1558, medieval / early Tudor', 'angel', 'man', 'number of figures - 3', 'outdoor', 'wing (not on bird)', 'bird, unspecified', 'building, other', 'door / doorway', 'window', 'chair', 'staff / walking stick']",12
4158,21724-20.jpg,[],0,[],0
4159,20916-10.jpg,['portrait'],1,"['cloud', 'outdoor', 'number of figures - 1', 'man', '1680-onward, late Stuart / Georgian', 'horse', 'switch / whip']",7
4160,21771-30.jpg,[],0,[],0
4161,20931-30.jpg,['narrative'],1,"['horse', 'arch', 'church', 'door / doorway', 'grave / tomb', 'wall', 'window', 'funeral', '1603-1625, Jacobean', 'corpse', 'man', 'number of figures - indeterminate', 'woman', 'bier', 'coffin', 'hill', 'tree', 'water, inland', 'cart']",19
4162,30211-10.jpg,['portrait'],1,"['flower', 'man', 'outdoor', '1603-1625, Jacobean', 'number of figures - 1', 'staff / walking stick']",6
4163,21120-10.jpg,[],0,[],0
4164,20917-10.jpg,['landscape'],1,"['building, other', 'cityscape', 'door / doorway', 'house', 'tower', 'wall', 'window', 'penis (exposed)', 'nude', 'angel', 'man', 'number of figures - 2', 'outdoor', 'factotum / banderole']",14
4165,20763-10.jpg,['portrait'],1,"['period unknown', 'number of figures - 1', 'woman', 'outdoor', 'plant, unspecified', 'candle']",6
4166,31799-10.jpg,['narrative'],1,"['outdoor', 'woman', 'number of figures - 5 or more', 'Cupid', 'man', 'window', 'book', 'plant, unspecified', 'bow']",9
4167,30428-20.jpg,['portrait'],1,"['outdoor', 'man', '1625-1660, Caroline / Interregnum', 'number of figures - 1', 'hat (not on head)']",5
4168,20184-30.jpg,['narrative'],1,"['flooring', 'wall', 'window', '1603-1625, Jacobean', 'hat (not on head)', 'baby', 'man', 'number of figures - 3', 'woman', 'cradle', 'table', 'basin / pail', 'toy']",13
4169,31819-30.jpg,['portrait'],1,"['woman', 'beauty mark', '1660-1680, Restoration', 'number of figures - 1']",4
4170,30105-20.jpg,['narrative'],1,"['city / town, other', 'cityscape', 'wall', '1200-1558, medieval / early Tudor', 'window', 'military figure', 'armor', 'arch', 'house', 'man', 'number of figures - 3', 'battle', 'outdoor', 'plant, unspecified', 'ax', 'sword, unsheathed or on ground']",16
4171,21842-50.jpg,[],0,[],0
4172,21960-30.jpg,[],0,[],0
4173,31886-10.JPG,['portrait'],1,"['building, other', '1680-onward, late Stuart / Georgian', 'fan', 'man', 'number of figures - 2', 'woman', 'cloud', 'mountain', 'plant, unspecified']",9
4174,21381-20.jpg,[],0,[],0
4175,21227-10.jpg,[],0,[],0
4176,30210-20.jpg,['narrative'],1,"['man', 'cross', 'corpse', 'number of figures - indeterminate', '1200-1558, medieval / early Tudor', 'tent', 'murder / suicide', 'outdoor', 'sword, unsheathed or on ground']",9
4177,20769-20.jpg,[],0,[],0
4178,21770-40.jpg,[],0,[],0
